id,paragraph,theme
165,"Before the 1997 war, about 9,000 Europeans and other non-Africans lived in Congo, most of whom were French; only a fraction of this number remains. Around 300 American expatriates reside in the Congo.",Republic_of_the_Congo
166,"According to CIA World Factbook, the people of Republic of the Congo are largely a mix of Catholics (33.1%), Awakening Lutherans (22.3%) and other Protestants (19.9%). Followers of Islam make up 1.6%, and this is primarily due to an influx of foreign workers into the urban centers.",Republic_of_the_Congo
167,"Public expenditure health was at 8.9% of the GDP in 2004, whereas private expenditure was at 1.3%. As of 2012, the HIV/AIDS prevalence was at 2.8% among 15- to 49-year-olds. Health expenditure was at US$30 per capita in 2004. A large proportion of the population is undernourished, with malnutrition being a problem in Congo-Brazzaville. There were 20 physicians per 100,000 persons in the early 2000s (decade).",Republic_of_the_Congo
168,"As of 2010, the maternal mortality rate was 560 deaths/100,000 live births, and the infant mortality rate was 59.34 deaths/1,000 live births. Female genital mutilation (FGM) is rare in the country, being confined to limited geographic areas of the country.",Republic_of_the_Congo
169,"Public expenditure of the GDP was less in 2002–05 than in 1991. Public education is theoretically free and mandatory for under-16-year-olds, but in practice, expenses exist. Net primary enrollment rate was 44% in 2005, much less than the 79% in 1991. The country has universities. Education between ages six and sixteen is compulsory. Pupils who complete six years of primary school and seven years of secondary school obtain a baccalaureate. At the university, students can obtain a bachelor's degree in three years and a master's after four. Marien Ngouabi University—which offers courses in medicine, law and several other fields—is the country's only public university. Instruction at all levels is in French, and the educational system as a whole models the French system. The educational infrastructure has been seriously degraded as a result of political and economic crises. There are no seats in most classrooms, forcing children to sit on the floor. Enterprising individuals have set up private schools, but they often lack the technical knowledge and familiarity with the national curriculum to teach effectively. Families frequently enroll their children in private schools only to find they cannot make the payments.",Republic_of_the_Congo
170,"A prime minister is the most senior minister of cabinet in the executive branch of government, often in a parliamentary or semi-presidential system. In many systems, the prime minister selects and may dismiss other members of the cabinet, and allocates posts to members within the government. In most systems, the prime minister is the presiding member and chairman of the cabinet. In a minority of systems, notably in semi-presidential systems of government, a prime minister is the official who is appointed to manage the civil service and execute the directives of the head of state.",Prime_minister
171,"In parliamentary systems fashioned after the Westminster system, the prime minister is the presiding and actual head of government and head of the executive branch. In such systems, the head of state or the head of state's official representative (i.e. the monarch, president, or governor-general) usually holds a largely ceremonial position, although often with reserve powers.",Prime_minister
172,"The prime minister is often, but not always, a member of parliament[clarification needed] and is expected with other ministers to ensure the passage of bills through the legislature. In some monarchies the monarch may also exercise executive powers (known as the royal prerogative) that are constitutionally vested in the crown and may be exercised without the approval of parliament.",Prime_minister
173,"As well as being head of government, a prime minister may have other roles or titles—the Prime Minister of the United Kingdom, for example, is also First Lord of the Treasury and Minister for the Civil Service. Prime ministers may take other ministerial posts—for example, during the Second World War, Winston Churchill was also Minister of Defence (although there was then no Ministry of Defence), and in the current cabinet of Israel, Benjamin Netanyahu also serves as Minister of Communications, Foreign Affairs, Regional Cooperation, Economy and Interior",Prime_minister
174,The first actual usage of the term prime minister or Premier Ministre[citation needed] was used by Cardinal Richelieu when in 1625 he was named to head the royal council as prime minister of France. Louis XIV and his descendants generally attempted to avoid giving this title to their chief ministers.,Prime_minister
175,"The term prime minister in the sense that we know it originated in the 18th century in the United Kingdom when members of parliament disparagingly used the title in reference to Sir Robert Walpole. Over time, the title became honorific and remains so in the 21st century.",Prime_minister
176,"The monarchs of England and the United Kingdom had ministers in whom they placed special trust and who were regarded as the head of the government. Examples were Thomas Cromwell under Henry VIII; William Cecil, Lord Burghley under Elizabeth I; Clarendon under Charles II and Godolphin under Queen Anne. These ministers held a variety of formal posts, but were commonly known as ""the minister"", the ""chief minister"", the ""first minister"" and finally the ""prime minister"".",Prime_minister
177,"The power of these ministers depended entirely on the personal favour of the monarch. Although managing the parliament was among the necessary skills of holding high office, they did not depend on a parliamentary majority for their power. Although there was a cabinet, it was appointed entirely by the monarch, and the monarch usually presided over its meetings.",Prime_minister
178,"When the monarch grew tired of a first minister, he or she could be dismissed, or worse: Cromwell was executed and Clarendon driven into exile when they lost favour. Kings sometimes divided power equally between two or more ministers to prevent one minister from becoming too powerful. Late in Anne's reign, for example, the Tory ministers Harley and St John shared power.",Prime_minister
179,"In the mid 17th century, after the English Civil War (1642–1651), Parliament strengthened its position relative to the monarch then gained more power through the Glorious Revolution of 1688 and passage of the Bill of Rights in 1689. The monarch could no longer establish any law or impose any tax without its permission and thus the House of Commons became a part of the government. It is at this point that a modern style of prime minister begins to emerge.",Prime_minister
180,"A tipping point in the evolution of the prime ministership came with the death of Anne in 1714 and the accession of George I to the throne. George spoke no English, spent much of his time at his home in Hanover, and had neither knowledge of, nor interest in, the details of English government. In these circumstances it was inevitable that the king's first minister would become the de facto head of the government.",Prime_minister
181,"From 1721 this was the Whig politician Robert Walpole, who held office for twenty-one years. Walpole chaired cabinet meetings, appointed all the other ministers, dispensed the royal patronage and packed the House of Commons with his supporters. Under Walpole, the doctrine of cabinet solidarity developed. Walpole required that no minister other than himself have private dealings with the king, and also that when the cabinet had agreed on a policy, all ministers must defend it in public, or resign. As a later prime minister, Lord Melbourne, said, ""It matters not what we say, gentlemen, so long as we all say the same thing.""",Prime_minister
182,"Walpole always denied that he was ""prime minister"", and throughout the 18th century parliamentarians and legal scholars continued to deny that any such position was known to the Constitution. George II and George III made strenuous efforts to reclaim the personal power of the monarch, but the increasing complexity and expense of government meant that a minister who could command the loyalty of the Commons was increasingly necessary. The long tenure of the wartime prime minister William Pitt the Younger (1783–1801), combined with the mental illness of George III, consolidated the power of the post. The title was first referred to on government documents during the administration of Benjamin Disraeli but did not appear in the formal British Order of precedence until 1905.",Prime_minister
183,"By the late 20th century, the majority of the world's countries had a prime minister or equivalent minister, holding office under either a constitutional monarchy or a ceremonial president. The main exceptions to this system have been the United States and the presidential republics in Latin America modelled on the U.S. system, in which the president directly exercises executive authority.",Prime_minister
184,"Bahrain's prime minister, Sheikh Khalifah bin Sulman Al Khalifah has been in the post since 1970, making him the longest serving non-elected prime minister.",Prime_minister
185,"The post of prime minister may be encountered both in constitutional monarchies (such as Belgium, Denmark, Japan, Luxembourg, the Netherlands, Norway, Malaysia, Morocco, Spain, Sweden, Thailand, Canada, Australia, New Zealand, and the United Kingdom), and in parliamentary republics in which the head of state is an elected official (such as Finland ,the Czech Republic, France, Greece, Hungary, India, Indonesia, Ireland, Pakistan, Portugal, Montenegro, Croatia, Bulgaria, Romania, Serbia and Turkey). See also ""First Minister"", ""Premier"", ""Chief Minister"", ""Chancellor"", ""Taoiseach"", ""Statsminister"" and ""Secretary of State"": alternative titles usually equivalent in meaning to, or translated as, ""prime minister"".",Prime_minister
186,"This contrasts with the presidential system, in which the president (or equivalent) is both the head of state and the head of the government. In some presidential or semi-presidential systems, such as those of France, Russia or South Korea, the prime minister is an official generally appointed by the president but usually approved by the legislature and responsible for carrying out the directives of the president and managing the civil service. The head of government of the People's Republic of China is referred to as the Premier of the State Council and the premier of the Republic of China (Taiwan) is also appointed by the president, but requires no approval by the legislature.",Prime_minister
187,"Appointment of the prime minister of France requires no approval by the parliament either, but the parliament may force the resignation of the government. In these systems, it is possible for the president and the prime minister to be from different political parties if the legislature is controlled by a party different from that of the president. When it arises, such a state of affairs is usually referred to as (political) cohabitation.",Prime_minister
188,"Bangladesh's constitution clearly outlines the functions and powers of the Prime Minister, and also details the process of his/her appointment and dismissal.",Prime_minister
189,The People's Republic of China constitution set a premier just one place below the National People's Congress in China. Premier read as (Simplified Chinese: 总理; pinyin: Zŏnglĭ) in Chinese.,Prime_minister
190,"Canada's constitution, being a 'mixed' or hybrid constitution (a constitution that is partly formally codified and partly uncodified) originally did not make any reference whatsoever to a prime minister, with her or his specific duties and method of appointment instead dictated by ""convention"". In the Constitution Act, 1982, passing reference to a ""Prime Minister of Canada"" is added, though only regarding the composition of conferences of federal and provincial first ministers.",Prime_minister
191,"Czech Republic's constitution clearly outlines the functions and powers of the Prime Minister of the Czech Republic, and also details the process of his/her appointment and dismissal.",Prime_minister
192,"The United Kingdom's constitution, being uncodified and largely unwritten, makes no mention of a prime minister. Though it had de facto existed for centuries, its first mention in official state documents did not occur until the first decade of the twentieth century. Accordingly, it is often said ""not to exist"", indeed there are several instances of parliament declaring this to be the case. The prime minister sits in the cabinet solely by virtue of occupying another office, either First Lord of the Treasury (office in commission), or more rarely Chancellor of the Exchequer (the last of whom was Balfour in 1905).",Prime_minister
193,"Most prime ministers in parliamentary systems are not appointed for a specific term in office and in effect may remain in power through a number of elections and parliaments. For example, Margaret Thatcher was only ever appointed prime minister on one occasion, in 1979. She remained continuously in power until 1990, though she used the assembly of each House of Commons after a general election to reshuffle her cabinet.",Prime_minister
194,"Some states, however, do have a term of office of the prime minister linked to the period in office of the parliament. Hence the Irish Taoiseach is formally 'renominated' after every general election. (Some constitutional experts have questioned whether this process is actually in keeping with the provisions of the Irish constitution, which appear to suggest that a taoiseach should remain in office, without the requirement of a renomination, unless s/he has clearly lost the general election.) The position of prime minister is normally chosen from the political party that commands majority of seats in the lower house of parliament.",Prime_minister
195,"In parliamentary systems, governments are generally required to have the confidence of the lower house of parliament (though a small minority of parliaments, by giving a right to block supply to upper houses, in effect make the cabinet responsible to both houses, though in reality upper houses, even when they have the power, rarely exercise it). Where they lose a vote of confidence, have a motion of no confidence passed against them, or where they lose supply, most constitutional systems require either:",Prime_minister
196,"The latter in effect allows the government to appeal the opposition of parliament to the electorate. However, in many jurisdictions a head of state may refuse a parliamentary dissolution, requiring the resignation of the prime minister and his or her government. In most modern parliamentary systems, the prime minister is the person who decides when to request a parliamentary dissolution.",Prime_minister
197,"Older constitutions often vest this power in the cabinet. In the United Kingdom, for example, the tradition whereby it is the prime minister who requests a dissolution of parliament dates back to 1918. Prior to then, it was the entire government that made the request. Similarly, though the modern 1937 Irish constitution grants to the Taoiseach the right to make the request, the earlier 1922 Irish Free State Constitution vested the power in the Executive Council (the then name for the Irish cabinet).",Prime_minister
198,"In Australia, the Prime Minister is expected to step down if s/he loses the majority support of his/her party under a spill motion as have many such as Tony Abbott, Julia Gillard and Kevin Rudd.",Prime_minister
199,"In the Russian constitution the prime minister is actually titled Chairman of the government while the Irish prime minister is called the Taoiseach (which is rendered into English as prime minister), and in Israel he is Rosh HaMemshalah meaning ""head of the government"". In many cases, though commonly used, ""prime minister"" is not the official title of the office-holder; the Spanish prime minister is the President of the Government (Presidente del Gobierno).",Prime_minister
200,"Other common forms include president of the council of ministers (for example in Italy, Presidente del Consiglio dei Ministri), President of the Executive Council, or Minister-President. In the Scandinavian countries the prime minister is called statsminister in the native languages (i.e. minister of state). In federations, the head of government of subnational entities such as provinces is most commonly known as the premier, chief minister, governor or minister-president.",Prime_minister
201,"The convention in the English language is to call nearly all national heads of government ""prime minister"" (sometimes modified to the equivalent term of premier), regardless of the correct title of the head of government as applied in his or her respective country. The few exceptions to the rule are Germany and Austria, whose heads of government titles are almost always translated as Chancellor; Monaco, whose head of government is referred to as the Minister of State; and Vatican City, for which the head of government is titled the Secretary of State. In the case of Ireland, the head of government is occasionally referred to as the Taoiseach by English speakers. A stand-out case is the President of Iran, who is not actually a head of state, but the head of the government of Iran. He is referred to as ""president"" in both the Persian and English languages.",Prime_minister
202,"In non-Commonwealth countries the prime minister may be entitled to the style of Excellency like a president. In some Commonwealth countries prime ministers and former prime ministers are styled Right Honourable due to their position, for example in the Prime Minister of Canada. In the United Kingdom the prime minister and former prime ministers may appear to also be styled Right Honourable, however this is not due to their position as head of government but as a privilege of being current members of Her Majesty's Most Honourable Privy Council.",Prime_minister
203,"In the UK, where devolved government is in place, the leaders of the Scottish, Northern Irish and Welsh Governments are styled First Minister. In India, The Prime Minister is referred to as ""Pradhan Mantri"", meaning ""prime minister"". In Pakistan, the prime minister is referred to as ""Wazir-e-Azam"", meaning ""Grand Vizier"".",Prime_minister
204,"The Prime Minister's executive office is usually called the Office of the Prime Minister in the case of the Canada and other Commonwealth countries, it is called Cabinet Office in United Kingdom. Some Prime Minister's office do include the role of Cabinet. In other countries, it is called the Prime Minister's Department or the Department of the Prime Minister and Cabinet as for Australia.",Prime_minister
205,"The prestige of British institutions in the 19th century and the growth of the British Empire saw the British model of cabinet government, headed by a prime minister, widely copied, both in other European countries and in British colonial territories as they developed self-government. In some places alternative titles such as ""premier"", ""chief minister"", ""first minister of state"", ""president of the council"" or ""chancellor"" were adopted, but the essentials of the office were the same.",Prime_minister
206,"Separation of powers is a political doctrine originating in the writings of Montesquieu in The Spirit of the Laws where he urged for a constitutional government with three separate branches of government. Each of the three branches would have defined abilities to check the powers of the other branches. This idea was called separation of powers. This philosophy heavily influenced the writing of the United States Constitution, according to which the Legislative, Executive, and Judicial branches of the United States government are kept distinct in order to prevent abuse of power. This United States form of separation of powers is associated with a system of checks and balances.",Separation_of_powers_under_the_United_States_Constitution
207,"During the Age of Enlightenment, philosophers such as John Locke advocated the principle in their writings, whereas others, such as Thomas Hobbes, strongly opposed it. Montesquieu was one of the foremost supporters of separating the legislature, the executive, and the judiciary. His writings considerably influenced the opinions of the framers of the United States Constitution.",Separation_of_powers_under_the_United_States_Constitution
208,"Strict separation of powers did not operate in The United Kingdom, the political structure of which served in most instances[citation needed] as a model for the government created by the U.S. Constitution.[citation needed] Under the UK Westminster system, based on parliamentary sovereignty and responsible government, Parliament (consisting of the Sovereign (King-in-Parliament), House of Lords and House of Commons) was the supreme lawmaking authority. The executive branch acted in the name of the King (""His Majesty's Government""), as did the judiciary. The King's Ministers were in most cases members of one of the two Houses of Parliament, and the Government needed to sustain the support of a majority in the House of Commons. One minister, the Lord Chancellor, was at the same time the sole judge in the Court of Chancery and the presiding officer in the House of Lords. Therefore, it may be seen that the three branches of British government often violated the strict principle of separation of powers, even though there were many occasions when the different branches of the government disagreed with each other. Some U.S. states did not observe a strict separation of powers in the 18th century. In New Jersey, the Governor also functioned as a member of the state's highest court and as the presiding officer of one house of the New Jersey Legislature. The President of Delaware was a member of the Court of Appeals; the presiding officers of the two houses of the state legislature also served in the executive department as Vice Presidents. In both Delaware and Pennsylvania, members of the executive council served at the same time as judges. On the other hand, many southern states explicitly required separation of powers. Maryland, Virginia, North Carolina and Georgia all kept the branches of government ""separate and distinct.""",Separation_of_powers_under_the_United_States_Constitution
209,"Congress has the sole power to legislate for the United States. Under the nondelegation doctrine, Congress may not delegate its lawmaking responsibilities to any other agency. In this vein, the Supreme Court held in the 1998 case Clinton v. City of New York that Congress could not delegate a ""line-item veto"" to the President, by powers vested in the government by the Constitution.",Separation_of_powers_under_the_United_States_Constitution
210,"Where Congress does not make great and sweeping delegations of its authority, the Supreme Court has been less stringent. One of the earliest cases involving the exact limits of non-delegation was Wayman v. Southard 23 U.S. (10 Wet.) 1, 42 (1825). Congress had delegated to the courts the power to prescribe judicial procedure; it was contended that Congress had thereby unconstitutionally clothed the judiciary with legislative powers. While Chief Justice John Marshall conceded that the determination of rules of procedure was a legislative function, he distinguished between ""important"" subjects and mere details. Marshall wrote that ""a general provision may be made, and power given to those who are to act under such general provisions, to fill up the details.""",Separation_of_powers_under_the_United_States_Constitution
211,"Marshall's words and future court decisions gave Congress much latitude in delegating powers. It was not until the 1930s that the Supreme Court held a delegation of authority unconstitutional. In a case involving the creation of the National Recovery Administration called A.L.A. Schechter Poultry Corp. v. United States, 295 U.S. 495 (1935), Congress could not authorize the president to formulate codes of ""fair competition."" It was held that Congress must set some standards governing the actions of executive officers. The Court, however, has deemed that phrases such as ""just and reasonable,"" ""public interest"" and ""public convenience"" suffice.",Separation_of_powers_under_the_United_States_Constitution
212,"Executive power is vested, with exceptions and qualifications, in the President. By law (Section 2.) the president becomes the Commander in Chief of the Army and Navy, Militia of several states when called into service, has power to make treaties and appointments to office ""with the Advice and Consent of the Senate,"" receive Ambassadors and Public Ministers, and ""take care that the laws be faithfully executed"" (Section 3.) By using these words, the Constitution does not require the president to personally enforce the law; rather, officers subordinate to the president may perform such duties. The Constitution empowers the president to ensure the faithful execution of the laws made by Congress and approved by the President. Congress may itself terminate such appointments, by impeachment, and restrict the president. Bodies such as the War Claims Commission, the Interstate Commerce Commission and the Federal Trade Commission—all quasi-judicial—often have direct Congressional oversight.",Separation_of_powers_under_the_United_States_Constitution
213,"Congress often writes legislation to restrain executive officials to the performance of their duties, as laid out by the laws Congress passes. In INS v. Chadha (1983), the Supreme Court decided (a) The prescription for legislative action in Art. I, § 1—requiring all legislative powers to be vested in a Congress consisting of a Senate and a House of Representatives—and § 7—requiring every bill passed by the House and Senate, before becoming law, to be presented to the president, and, if he disapproves, to be repassed by two-thirds of the Senate and House—represents the Framers' decision that the legislative power of the Federal Government be exercised in accord with a single, finely wrought and exhaustively considered procedure. This procedure is an integral part of the constitutional design for the separation of powers. Further rulings clarified the case; even both Houses acting together cannot override Executive vetos without a 2⁄3 majority. Legislation may always prescribe regulations governing executive officers.",Separation_of_powers_under_the_United_States_Constitution
214,"Judicial power—the power to decide cases and controversies—is vested in the Supreme Court and inferior courts established by Congress. The judges must be appointed by the president with the advice and consent of the Senate, hold office during good behavior and receive compensations that may not be diminished during their continuance in office. If a court's judges do not have such attributes, the court may not exercise the judicial power of the United States. Courts exercising the judicial power are called ""constitutional courts.""",Separation_of_powers_under_the_United_States_Constitution
215,"Congress may establish ""legislative courts,"" which do not take the form of judicial agencies or commissions, whose members do not have the same security of tenure or compensation as the constitutional court judges. Legislative courts may not exercise the judicial power of the United States. In Murray's Lessee v. Hoboken Land & Improvement Co. (1856), the Supreme Court held that a legislative court may not decide ""a suit at the common law, or in equity, or admiralty,"" as such a suit is inherently judicial. Legislative courts may only adjudicate ""public rights"" questions (cases between the government and an individual and political determinations).",Separation_of_powers_under_the_United_States_Constitution
216,"The president exercises a check over Congress through his power to veto bills, but Congress may override any veto (excluding the so-called ""pocket veto"") by a two-thirds majority in each house. When the two houses of Congress cannot agree on a date for adjournment, the president may settle the dispute. Either house or both houses may be called into emergency session by the president. The Vice President serves as president of the Senate, but he may only vote to break a tie.",Separation_of_powers_under_the_United_States_Constitution
217,"The president, as noted above, appoints judges with the Senate's advice and consent. He also has the power to issue pardons and reprieves. Such pardons are not subject to confirmation by either the House of Representatives or the Senate, or even to acceptance by the recipient.",Separation_of_powers_under_the_United_States_Constitution
218,"The president is the civilian Commander in Chief of the Army and Navy of the United States. He has the authority to command them to take appropriate military action in the event of a sudden crisis. However, only the Congress is explicitly granted the power to declare war per se, as well as to raise, fund and maintain the armed forces. Congress also has the duty and authority to prescribe the laws and regulations under which the armed forces operate, such as the Uniform Code of Military Justice, and requires that all Generals and Admirals appointed by the president be confirmed by a majority vote of the Senate before they can assume their office.",Separation_of_powers_under_the_United_States_Constitution
219,"Courts check both the executive branch and the legislative branch through judicial review. This concept is not written into the Constitution, but was envisioned by many of the Constitution's Framers (for example, The Federalist Papers mention it). The Supreme Court established a precedent for judicial review in Marbury v. Madison. There were protests by some at this decision, born chiefly of political expediency, but political realities in the particular case paradoxically restrained opposing views from asserting themselves. For this reason, precedent alone established the principle that a court may strike down a law it deems unconstitutional.",Separation_of_powers_under_the_United_States_Constitution
220,"A common misperception is that the Supreme Court is the only court that may determine constitutionality; the power is exercised even by the inferior courts. But only Supreme Court decisions are binding across the nation. Decisions of a Court of Appeals, for instance, are binding only in the circuit over which the court has jurisdiction.",Separation_of_powers_under_the_United_States_Constitution
221,"The power to review the constitutionality of laws may be limited by Congress, which has the power to set the jurisdiction of the courts. The only constitutional limit on Congress' power to set the jurisdiction of the judiciary relates to the Supreme Court; the Supreme Court may exercise only appellate jurisdiction except in cases involving states and cases affecting foreign ambassadors, ministers or consuls.",Separation_of_powers_under_the_United_States_Constitution
222,"The Chief Justice presides in the Senate during a president's impeachment trial. The rules of the Senate, however, generally do not grant much authority to the presiding officer. Thus, the Chief Justice's role in this regard is a limited one.",Separation_of_powers_under_the_United_States_Constitution
223,"The Constitution does not explicitly indicate the pre-eminence of any particular branch of government. However, James Madison wrote in Federalist 51, regarding the ability of each branch to defend itself from actions by the others, that ""it is not possible to give to each department an equal power of self-defense. In republican government, the legislative authority necessarily predominates.""",Separation_of_powers_under_the_United_States_Constitution
224,"Throughout America's history dominance of one of the three branches has essentially been a see-saw struggle between Congress and the president. Both have had periods of great power and weakness such as immediately after the Civil War when republicans had a majority in Congress and were able to pass major legislation and shoot down most of the president's vetoes. They also passed acts to essentially make the president subordinate to Congress, such as the Tenure of Office Act. Johnson's later impeachment also cost the presidency much political power. However the president has also exercised greater power largely during the 20th century. Both Roosevelts greatly expanded the powers of the president and wielded great power during their terms.",Separation_of_powers_under_the_United_States_Constitution
225,"The first six presidents of the United States did not make extensive use of the veto power: George Washington only vetoed two bills, James Monroe one, and John Adams, Thomas Jefferson and John Quincy Adams none. James Madison, a firm believer in a strong executive, vetoed seven bills. None of the first six Presidents, however, used the veto to direct national policy. It was Andrew Jackson, the seventh President, who was the first to use the veto as a political weapon. During his two terms in office, he vetoed twelve bills—more than all of his predecessors combined. Furthermore, he defied the Supreme Court in enforcing the policy of ethnically cleansing Native American tribes (""Indian Removal""); he stated (perhaps apocryphally), ""John Marshall has made his decision. Now let him enforce it!""",Separation_of_powers_under_the_United_States_Constitution
226,"Some of Jackson's successors made no use of the veto power, while others used it intermittently. It was only after the Civil War that presidents began to use the power to truly counterbalance Congress. Andrew Johnson, a Democrat, vetoed several Reconstruction bills passed by the ""Radical Republicans."" Congress, however, managed to override fifteen of Johnson's twenty-nine vetoes. Furthermore, it attempted to curb the power of the presidency by passing the Tenure of Office Act. The Act required Senate approval for the dismissal of senior Cabinet officials. When Johnson deliberately violated the Act, which he felt was unconstitutional (Supreme Court decisions later vindicated such a position), the House of Representatives impeached him; he was acquitted in the Senate by one vote.",Separation_of_powers_under_the_United_States_Constitution
227,"Johnson's impeachment was perceived to have done great damage to the presidency, which came to be almost subordinate to Congress. Some believed that the president would become a mere figurehead, with the Speaker of the House of Representatives becoming a de facto Prime Minister. Grover Cleveland, the first Democratic President following Johnson, attempted to restore the power of his office. During his first term, he vetoed over four hundred bills—twice as many bills as his twenty-one predecessors combined. He also began to suspend bureaucrats who were appointed as a result of the patronage system, replacing them with more ""deserving"" individuals. The Senate, however, refused to confirm many new nominations, instead demanding that Cleveland turn over the confidential records relating to the suspensions. Cleveland steadfastly refused, asserting, ""These suspensions are my executive acts ... I am not responsible to the Senate, and I am unwilling to submit my actions to them for judgment."" Cleveland's popular support forced the Senate to back down and confirm the nominees. Furthermore, Congress finally repealed the controversial Tenure of Office Act that had been passed during the Johnson Administration. Overall, this meant that Cleveland's Administration marked the end of presidential subordination.",Separation_of_powers_under_the_United_States_Constitution
228,"Several twentieth-century presidents have attempted to greatly expand the power of the presidency. Theodore Roosevelt, for instance, claimed that the president was permitted to do whatever was not explicitly prohibited by the law—in direct contrast to his immediate successor, William Howard Taft. Franklin Delano Roosevelt held considerable power during the Great Depression. Congress had granted Franklin Roosevelt sweeping authority; in Panama Refining v. Ryan, the Court for the first time struck down a Congressional delegation of power as violative of the doctrine of separation of powers. The aforementioned Schechter Poultry Corp. v. United States, another separation of powers case, was also decided during Franklin Roosevelt's presidency. In response to many unfavorable Supreme Court decisions, Roosevelt introduced a ""Court Packing"" plan, under which more seats would be added to the Supreme Court for the president to fill. Such a plan (which was defeated in Congress) would have seriously undermined the judiciary's independence and power.",Separation_of_powers_under_the_United_States_Constitution
229,"Richard Nixon used national security as a basis for his expansion of power. He asserted, for example, that ""the inherent power of the President to safeguard the security of the nation"" authorized him to order a wiretap without a judge's warrant. Nixon also asserted that ""executive privilege"" shielded him from all legislative oversight; furthermore, he impounded federal funds (that is to say, he refused to spend money that Congress had appropriated for government programs). In the specific cases aforementioned, however, the Supreme Court ruled against Nixon. This was also because of an ongoing criminal investigation into the Watergate tapes, even though they acknowledged the general need for executive privilege. Since then, Nixon's successors have sometimes asserted that they may act in the interests of national security or that executive privilege shields them from Congressional oversight. Though such claims have in general been more limited than Nixon's, one may still conclude that the presidency's power has been greatly augmented since the eighteenth and nineteenth centuries.",Separation_of_powers_under_the_United_States_Constitution
230,"It is said[by whom?] on one side of this debate that separation of powers means that powers are shared among different branches; no one branch may act unilaterally on issues (other than perhaps minor questions), but must obtain some form of agreement across branches. That is, it is argued that ""checks and balances"" apply to the Judicial branch as well as to the other branches.",Separation_of_powers_under_the_United_States_Constitution
231,"An example of the first view is the regulation of attorneys and judges, and the establishment of rules for the conduct of the courts, by the Congress and in the states the legislatures. Although in practice these matters are delegated to the Supreme Court, the Congress holds these powers and delegates them to the Supreme Court only for convenience in light of the Supreme Court's expertise, but can withdraw that delegation at any time.",Separation_of_powers_under_the_United_States_Constitution
232,"An example of the second view at the State level is found in the view of the Florida Supreme Court, that only the Florida Supreme Court may license and regulate attorneys appearing before the courts of Florida, and only the Florida Supreme Court may set rules for procedures in the Florida courts.[citation needed] The State of New Hampshire also follows this system.[citation needed]",Separation_of_powers_under_the_United_States_Constitution
233,"One may claim that the judiciary has historically been the weakest of the three branches. In fact, its power to exercise judicial review—its sole meaningful check on the other two branches—is not explicitly granted by the U.S Constitution. The U.S. Supreme Court exercised its power to strike down congressional acts as unconstitutional only twice prior to the Civil War: in Marbury v. Madison (1803) and Dred Scott v. Sandford (1857). The Supreme Court has since then made more extensive use of judicial review.",Separation_of_powers_under_the_United_States_Constitution
234,"Many political scientists believe that separation of powers is a decisive factor in what they see as a limited degree of American exceptionalism. In particular, John W. Kingdon made this argument, claiming that separation of powers contributed to the development of a unique political structure in the United States. He attributes the unusually large number of interest groups active in the United States, in part, to the separation of powers; it gives groups more places to try to influence, and creates more potential group activity. He also cites its complexity as one of the reasons for lower citizen participation.[citation needed]",Separation_of_powers_under_the_United_States_Constitution
235,"Architecture (Latin architectura, from the Greek ἀρχιτέκτων arkhitekton ""architect"", from ἀρχι- ""chief"" and τέκτων ""builder"") is both the process and the product of planning, designing, and constructing buildings and other physical structures. Architectural works, in the material form of buildings, are often perceived as cultural symbols and as works of art. Historical civilizations are often identified with their surviving architectural achievements.",Architecture
236,"The earliest surviving written work on the subject of architecture is De architectura, by the Roman architect Vitruvius in the early 1st century AD. According to Vitruvius, a good building should satisfy the three principles of firmitas, utilitas, venustas, commonly known by the original translation – firmness, commodity and delight. An equivalent in modern English would be:",Architecture
237,"According to Vitruvius, the architect should strive to fulfill each of these three attributes as well as possible. Leon Battista Alberti, who elaborates on the ideas of Vitruvius in his treatise, De Re Aedificatoria, saw beauty primarily as a matter of proportion, although ornament also played a part. For Alberti, the rules of proportion were those that governed the idealised human figure, the Golden mean. The most important aspect of beauty was therefore an inherent part of an object, rather than something applied superficially; and was based on universal, recognisable truths. The notion of style in the arts was not developed until the 16th century, with the writing of Vasari: by the 18th century, his Lives of the Most Excellent Painters, Sculptors, and Architects had been translated into Italian, French, Spanish and English.",Architecture
238,"In the early 19th century, Augustus Welby Northmore Pugin wrote Contrasts (1836) that, as the titled suggested, contrasted the modern, industrial world, which he disparaged, with an idealized image of neo-medieval world. Gothic architecture, Pugin believed, was the only ""true Christian form of architecture.""",Architecture
239,"The 19th-century English art critic, John Ruskin, in his Seven Lamps of Architecture, published 1849, was much narrower in his view of what constituted architecture. Architecture was the ""art which so disposes and adorns the edifices raised by men ... that the sight of them"" contributes ""to his mental health, power, and pleasure"".",Architecture
240,"For Ruskin, the aesthetic was of overriding significance. His work goes on to state that a building is not truly a work of architecture unless it is in some way ""adorned"". For Ruskin, a well-constructed, well-proportioned, functional building needed string courses or rustication, at the very least.",Architecture
241,"On the difference between the ideals of architecture and mere construction, the renowned 20th-century architect Le Corbusier wrote: ""You employ stone, wood, and concrete, and with these materials you build houses and palaces: that is construction. Ingenuity is at work. But suddenly you touch my heart, you do me good. I am happy and I say: This is beautiful. That is Architecture"".",Architecture
