id,paragraph,theme
255,"LE: Life expectancy at birth
MYS: Mean years of schooling (Years that a person 25 years-of-age or older has spent in schools)
EYS: Expected years of schooling (Years that a 5-year-old child will spend in schools throughout his life)
GNIpc: Gross national income at purchasing power parity per capita",Human_Development_Index
256,"The formula defining the HDI is promulgated by the United Nations Development Programme (UNDP). In general, to transform a raw variable, say , into a unit-free index between 0 and 1 (which allows different indices to be added together), the following formula is used:",Human_Development_Index
257,"The 2015 Human Development Report by the United Nations Development Program was released on December 14, 2015, and calculates HDI values based on estimates for 2014. Below is the list of the ""very high human development"" countries:",Human_Development_Index
258,"The 2014 Human Development Report by the United Nations Development Program was released on July 24, 2014, and calculates HDI values based on estimates for 2013. Below is the list of the ""very high human development"" countries:",Human_Development_Index
259,"The Inequality-adjusted Human Development Index (IHDI) is a ""measure of the average level of human development of people in a society once inequality is taken into account.""",Human_Development_Index
260,"Countries in the top quartile of HDI (""very high human development"" group) with a missing IHDI: New Zealand, Singapore, Hong Kong, Liechtenstein, Brunei, Qatar, Saudi Arabia, Andorra, United Arab Emirates, Bahrain, Cuba, and Kuwait.",Human_Development_Index
261,"Some countries were not included for various reasons, primarily the lack of necessary data. The following United Nations Member States were not included in the 2014 report: North Korea, Marshall Islands, Monaco, Nauru, San Marino, Somalia, India, Pakistan, South Sudan, and Tuvalu.",Human_Development_Index
262,"The 2013 Human Development Report by the United Nations Development Program was released on March 14, 2013, and calculates HDI values based on estimates for 2012. Below is the list of the ""very high human development"" countries:",Human_Development_Index
263,"Some countries were not included for various reasons, mainly the unavailability of certain crucial data. The following United Nations Member States were not included in the 2011 report: North Korea, Marshall Islands, Monaco, Nauru, San Marino, South Sudan, Somalia and Tuvalu.",Human_Development_Index
264,"The 2010 Human Development Report by the United Nations Development Program was released on November 4, 2010, and calculates HDI values based on estimates for 2010. Below is the list of the ""very high human development"" countries:",Human_Development_Index
265,"The 2010 Human Development Report was the first to calculate an Inequality-adjusted Human Development Index (IHDI), which factors in inequalities in the three basic dimensions of human development (income, life expectancy, and education). Below is a list of countries in the top quartile by IHDI:",Human_Development_Index
266,"Some countries were not included for various reasons, mainly the unavailability of certain crucial data. The following United Nations Member States were not included in the 2010 report. Cuba lodged a formal protest at its lack of inclusion. The UNDP explained that Cuba had been excluded due to the lack of an ""internationally reported figure for Cuba’s Gross National Income adjusted for Purchasing Power Parity"". All other indicators for Cuba were available, and reported by the UNDP, but the lack of one indicator meant that no ranking could be attributed to the country. The situation has been addressed and, in later years, Cuba has ranked as a High Human Development country.",Human_Development_Index
267,"The 2009 Human Development Report by UNDP was released on October 5, 2009, and covers the period up to 2007. It was titled ""Overcoming barriers: Human mobility and development"". The top countries by HDI were grouped in a new category called ""very high human development"". The report refers to these countries as developed countries. They are:",Human_Development_Index
268,"Some countries were not included for various reasons, such as being a non-UN member or unable or unwilling to provide the necessary data at the time of publication. Besides the states with limited recognition, the following states were also not included.",Human_Development_Index
269,"A new index was released on December 18, 2008. This so-called ""statistical update"" covered the period up to 2006 and was published without an accompanying Human Development Report. The update is relevant due to newly released estimates of purchasing power parities (PPP), implying substantial adjustments for many countries, resulting in changes in HDI values and, in many cases, HDI ranks.",Human_Development_Index
270,"The Human Development Report for 2007/2008 was launched in Brasília, Brazil, on November 27, 2007. Its focus was on ""Fighting climate change: Human solidarity in a divided world."" Most of the data used for the report are derived largely from 2005 or earlier, thus indicating an HDI for 2005. Not all UN member states choose to or are able to provide the necessary statistics.",Human_Development_Index
271,"The report showed a small increase in world HDI in comparison with last year's report. This rise was fueled by a general improvement in the developing world, especially of the least developed countries group. This marked improvement at the bottom was offset with a decrease in HDI of high income countries.",Human_Development_Index
272,"A HDI below 0.5 is considered to represent ""low development"". All 22 countries in that category are located in Africa. The highest-scoring Sub-Saharan countries, Gabon and South Africa, are ranked 119th and 121st, respectively. Nine countries departed from this category this year and joined the ""medium development"" group.",Human_Development_Index
273,"A HDI of 0.8 or more is considered to represent ""high development"". This includes all developed countries, such as those in North America, Western Europe, Oceania, and Eastern Asia, as well as some developing countries in Eastern Europe, Central and South America, Southeast Asia, the Caribbean, and the oil-rich Arabian Peninsula. Seven countries were promoted to this category this year, leaving the ""medium development"" group: Albania, Belarus, Brazil, Libya, Macedonia, Russia and Saudi Arabia.",Human_Development_Index
274,"On the following table, green arrows () represent an increase in ranking over the previous study, while red arrows () represent a decrease in ranking. They are followed by the number of spaces they moved. Blue dashes () represent a nation that did not move in the rankings since the previous study.",Human_Development_Index
275,"The list below displays the top-ranked country from each year of the Human Development Index. Norway has been ranked the highest twelve times, Canada eight times, followed by Japan which has been ranked highest three times. Iceland has been ranked highest twice.",Human_Development_Index
276,"The Human Development Index has been criticized on a number of grounds including alleged ideological biases towards egalitarianism and so-called ""Western models of development"", failure to include any ecological considerations, lack of consideration of technological development or contributions to the human civilization, focusing exclusively on national performance and ranking, lack of attention to development from a global perspective, measurement error of the underlying statistics, and on the UNDP's changes in formula which can lead to severe misclassification in the categorisation of 'low', 'medium', 'high' or 'very high' human development countries.",Human_Development_Index
277,"Economists Hendrik Wolff, Howard Chong and Maximilian Auffhammer discuss the HDI from the perspective of data error in the underlying health, education and income statistics used to construct the HDI. They identified three sources of data error which are due to (i) data updating, (ii) formula revisions and (iii) thresholds to classify a country’s development status and conclude that 11%, 21% and 34% of all countries can be interpreted as currently misclassified in the development bins due to the three sources of data error, respectively. The authors suggest that the United Nations should discontinue the practice of classifying countries into development bins because - they claim - the cut-off values seem arbitrary, can provide incentives for strategic behavior in reporting official statistics, and have the potential to misguide politicians, investors, charity donors and the public who use the HDI at large.[citation needed] In 2010 the UNDP reacted to the criticism and updated the thresholds to classify nations as low, medium, and high human development countries. In a comment to The Economist in early January 2011, the Human Development Report Office responded to a January 6, 2011 article in the magazine which discusses the Wolff et al. paper. The Human Development Report Office states that they undertook a systematic revision of the methods used for the calculation of the HDI and that the new methodology directly addresses the critique by Wolff et al. in that it generates a system for continuous updating of the human development categories whenever formula or data revisions take place.",Human_Development_Index
278,"The HDI has extended its geographical coverage: David Hastings, of the United Nations Economic and Social Commission for Asia and the Pacific, published a report geographically extending the HDI to 230+ economies, whereas the UNDP HDI for 2009 enumerates 182 economies and coverage for the 2010 HDI dropped to 169 countries.",Human_Development_Index
279,"Note: The green arrows (), red arrows (), and blue dashes () represent changes in rank when compared to the new 2012 data HDI for 2011 – published in the 2012 report.",Human_Development_Index
280,"Countries in the top quartile of HDI (""very high human development"" group) with a missing IHDI: New Zealand, Chile, Japan, Hong Kong, Singapore, Taiwan, Liechtenstein, Brunei, Andorra, Qatar, Barbados, United Arab Emirates, and Seychelles.",Human_Development_Index
281,"The 2011 Human Development Report was released on 2 November 2011, and calculated HDI values based on estimates for 2011. Below is the list of the ""very high human development"" countries (equal to the top quartile):",Human_Development_Index
282,"Note: The green arrows (), red arrows (), and blue dashes () represent changes in rank when compared to the 2011 HDI data for 2010 – published in the 2011 report (p. 131).",Human_Development_Index
283,"Below is a list of countries in the top quartile by Inequality-adjusted Human Development Index (IHDI). According to the report, the IHDI is a ""measure of the average level of human development of people in a society once inequality is taken into account.""",Human_Development_Index
284,"Countries in the top quartile of HDI (""very high human development"" group) with a missing IHDI include: New Zealand, Liechtenstein, Japan, Hong Kong, Singapore, Taiwan, United Arab Emirates, Andorra, Brunei, Malta, Qatar, Bahrain, Chile, Argentina and Barbados.",Human_Development_Index
285,"Note: The green arrows (), red arrows (), and blue dashes () represent changes in rank when compared to the 2010 HDI list, for countries listed in both rankings.",Human_Development_Index
286,"Some countries were not included for various reasons, such as being a non-UN member, unable, or unwilling to provide the necessary data at the time of publication. Besides the states with limited recognition, the following states were also not included.",Human_Development_Index
287,"Heresy is any provocative belief or theory that is strongly at variance with established beliefs or customs. A heretic is a proponent of such claims or beliefs. Heresy is distinct from both apostasy, which is the explicit renunciation of one's religion, principles or cause, and blasphemy, which is an impious utterance or action concerning God or sacred things.",Heresy
288,"The term is usually used to refer to violations of important religious teachings, but is used also of views strongly opposed to any generally accepted ideas. It is used in particular in reference to Christianity, Judaism, Islam and Marxism.",Heresy
289,"In certain historical Christian, Islamic and Jewish cultures, among others, espousing ideas deemed heretical has been and in some cases still is subjected not merely to punishments such as excommunication, but even to the death penalty.",Heresy
290,"The term heresy is from Greek αἵρεσις originally meant ""choice"" or ""thing chosen"", but it came to mean the ""party or school of a man's choice"" and also referred to that process whereby a young person would examine various philosophies to determine how to live. The word ""heresy"" is usually used within a Christian, Jewish, or Islamic context, and implies slightly different meanings in each. The founder or leader of a heretical movement is called a heresiarch, while individuals who espouse heresy or commit heresy are known as heretics. Heresiology is the study of heresy.",Heresy
291,"According to Titus 3:10 a divisive person should be warned two times before separating from him. The Greek for the phrase ""divisive person"" became a technical term in the early Church for a type of ""heretic"" who promoted dissension. In contrast correct teaching is called sound not only because it builds up in the faith, but because it protects against the corrupting influence of false teachers.",Heresy
292,"The Church Fathers identified Jews and Judaism with heresy. They saw deviations from Orthodox Christianity as heresies that were essentially Jewish in spirit. Tertullian implied that it was the Jews who most inspired heresy in Christianity: ""From the Jew the heretic has accepted guidance in this discussion [that Jesus was not the Christ.]"" Saint Peter of Antioch referred to Christians that refused to venerate religious images as having ""Jewish minds"".",Heresy
293,"The use of the word ""heresy"" was given wide currency by Irenaeus in his 2nd century tract Contra Haereses (Against Heresies) to describe and discredit his opponents during the early centuries of the Christian community.[citation needed] He described the community's beliefs and doctrines as orthodox (from ὀρθός, orthos ""straight"" + δόξα, doxa ""belief"") and the Gnostics' teachings as heretical.[citation needed] He also pointed out the concept of apostolic succession to support his arguments.",Heresy
294,"Constantine the Great, who along with Licinius had decreed toleration of Christianity in the Roman Empire by what is commonly called the ""Edict of Milan"", and was the first Roman Emperor baptized, set precedents for later policy. By Roman law the Emperor was Pontifex Maximus, the high priest of the College of Pontiffs (Collegium Pontificum) of all recognized religions in ancient Rome. To put an end to the doctrinal debate initiated by Arius, Constantine called the first of what would afterwards be called the ecumenical councils and then enforced orthodoxy by Imperial authority.",Heresy
295,"The first known usage of the term in a legal context was in AD 380 by the Edict of Thessalonica of Theodosius I, which made Christianity the state church of the Roman Empire. Prior to the issuance of this edict, the Church had no state-sponsored support for any particular legal mechanism to counter what it perceived as ""heresy"". By this edict the state's authority and that of the Church became somewhat overlapping. One of the outcomes of this blurring of Church and state was the sharing of state powers of legal enforcement with church authorities. This reinforcement of the Church's authority gave church leaders the power to, in effect, pronounce the death sentence upon those whom the church considered heretical.",Heresy
296,"Within six years of the official criminalization of heresy by the Emperor, the first Christian heretic to be executed, Priscillian, was condemned in 386 by Roman secular officials for sorcery, and put to death with four or five followers. However, his accusers were excommunicated both by Ambrose of Milan and Pope Siricius, who opposed Priscillian's heresy, but ""believed capital punishment to be inappropriate at best and usually unequivocally evil"". For some years after the Reformation, Protestant churches were also known to execute those they considered heretics, including Catholics. The last known heretic executed by sentence of the Roman Catholic Church was Spanish schoolmaster Cayetano Ripoll in 1826. The number of people executed as heretics under the authority of the various ""ecclesiastical authorities""[note 1] is not known.[note 2] One of the first examples of the word as translated from the Nag Hammadi's Apocalypse of Peter was"" they will cleave to the name of a dead man thinking that they will become pure. But they will become greatly defiled and they will fall into the name of error and into the hands of an evil cunning man and a manifold dogma, and they will be ruled heretically"".",Heresy
297,"In the Roman Catholic Church, obstinate and willful manifest heresy is considered to spiritually cut one off from the Church, even before excommunication is incurred. The Codex Justinianus (1:5:12) defines ""everyone who is not devoted to the Catholic Church and to our Orthodox holy Faith"" a heretic. The Church had always dealt harshly with strands of Christianity that it considered heretical, but before the 11th century these tended to centre around individual preachers or small localised sects, like Arianism, Pelagianism, Donatism, Marcionism and Montanism. The diffusion of the almost Manichaean sect of Paulicians westwards gave birth to the famous 11th and 12th century heresies of Western Europe. The first one was that of Bogomils in modern day Bosnia, a sort of sanctuary between Eastern and Western Christianity. By the 11th century, more organised groups such as the Patarini, the Dulcinians, the Waldensians and the Cathars were beginning to appear in the towns and cities of northern Italy, southern France and Flanders.",Heresy
298,"In France the Cathars grew to represent a popular mass movement and the belief was spreading to other areas. The Cathar Crusade was initiated by the Roman Catholic Church to eliminate the Cathar heresy in Languedoc. Heresy was a major justification for the Inquisition (Inquisitio Haereticae Pravitatis, Inquiry on Heretical Perversity) and for the European wars of religion associated with the Protestant Reformation.",Heresy
299,"Galileo Galilei was brought before the Inquisition for heresy, but abjured his views and was sentenced to house arrest, under which he spent the rest of his life. Galileo was found ""vehemently suspect of heresy"", namely of having held the opinions that the Sun lies motionless at the centre of the universe, that the Earth is not at its centre and moves, and that one may hold and defend an opinion as probable after it has been declared contrary to Holy Scripture. He was required to ""abjure, curse and detest"" those opinions.",Heresy
300,"Pope St. Gregory stigmatized Judaism and the Jewish People in many of his writings. He described Jews as enemies of Christ: ""The more the Holy Spirit fills the world, the more perverse hatred dominates the souls of the Jews."" He labeled all heresy as ""Jewish"", claiming that Judaism would ""pollute [Catholics and] deceive them with sacrilegious seduction."" The identification of Jews and heretics in particular occurred several times in Roman-Christian law,",Heresy
301,"In Eastern Christianity heresy most commonly refers to those beliefs declared heretical by the first seven Ecumenical Councils.[citation needed] Since the Great Schism and the Protestant Reformation, various Christian churches have also used the concept in proceedings against individuals and groups those churches deemed heretical. The Orthodox Church also rejects the early Christian heresies such as Arianism, Gnosticism, Origenism, Montanism, Judaizers, Marcionism, Docetism, Adoptionism, Nestorianism, Monophysitism, Monothelitism and Iconoclasm.",Heresy
302,"In his work ""On the Jews and Their Lies"" (1543), German Reformation leader Martin Luther claims that Jewish history was ""assailed by much heresy"", and that Christ the logos swept away the Jewish heresy and goes on to do so, ""as it still does daily before our eyes."" He stigmatizes Jewish Prayer as being ""blasphemous"" (sic) and a lie, and vilifies Jews in general as being spiritually ""blind"" and ""surely possessed by all devils."" Luther calls the members of the Orthodox Catholic Church ""papists"" and heretics, and has a special spiritual problem with Jewish circumcision.",Heresy
303,"In England, the 16th-century European Reformation resulted in a number of executions on charges of heresy. During the thirty-eight years of Henry VIII's reign, about sixty heretics, mainly Protestants, were executed and a rather greater number of Catholics lost their lives on grounds of political offences such as treason, notably Sir Thomas More and Cardinal John Fisher, for refusing to accept the king's supremacy over the Church in England. Under Edward VI, the heresy laws were repealed in 1547 only to be reintroduced in 1554 by Mary I; even so two radicals were executed in Edward's reign (one for denying the reality of the incarnation, the other for denying Christ's divinity). Under Mary, around two hundred and ninety people were burned at the stake between 1555 and 1558 after the restoration of papal jurisdiction. When Elizabeth I came to the throne, the concept of heresy was retained in theory but severely restricted by the 1559 Act of Supremacy and the one hundred and eighty or so Catholics who were executed in the forty-five years of her reign were put to death because they were considered members of ""...a subversive fifth column."" The last execution of a ""heretic"" in England occurred under James VI and I in 1612. Although the charge was technically one of ""blasphemy"" there was one later execution in Scotland (still at that date an entirely independent kingdom) when in 1697 Thomas Aikenhead was accused, among other things, of denying the doctrine of the Trinity.",Heresy
304,"Another example of the persecution of heretics under Protestant rule was the execution of the Boston martyrs in 1659, 1660, and 1661. These executions resulted from the actions of the Anglican Puritans, who at that time wielded political as well as ecclesiastic control in the Massachusetts Bay Colony. At the time, the colony leaders were apparently hoping to achieve their vision of a ""purer absolute theocracy"" within their colony .[citation needed] As such, they perceived the teachings and practices of the rival Quaker sect as heretical, even to the point where laws were passed and executions were performed with the aim of ridding their colony of such perceived ""heresies"".[citation needed] It should be noticed that the Eastern Orthodox and Oriental Orthodox communions generally regard the Puritans themselves as having been heterodox or heretical.",Heresy
305,"The era of mass persecution and execution of heretics under the banner of Christianity came to an end in 1826 with the last execution of a ""heretic"", Cayetano Ripoll, by the Catholic Inquisition.",Heresy
306,"Although less common than in earlier periods, in modern times, formal charges of heresy within Christian churches still occur. Issues in the Protestant churches have included modern biblical criticism and the nature of God. In the Catholic Church, the Congregation for the Doctrine of the Faith criticizes writings for ""ambiguities and errors"" without using the word ""heresy"".",Heresy
307,"Perhaps due to the many modern negative connotations associated with the term heretic, such as the Spanish inquisition, the term is used less often today. The subject of Christian heresy opens up broader questions as to who has a monopoly on spiritual truth, as explored by Jorge Luis Borges in the short story ""The Theologians"" within the compilation Labyrinths.",Heresy
308,"Ottoman Sultan Selim the Grim, regarded the Shia Qizilbash as heretics, reportedly proclaimed that ""the killing of one Shiite had as much otherworldly reward as killing 70 Christians.""",Heresy
309,"In some modern day nations and regions in which Sharia law is ostensibly practiced, heresy remains an offense punishable by death. One example is the 1989 fatwa issued by the government of Iran, offering a substantial bounty for anyone who succeeds in the assassination of author Salman Rushdie, whose writings were declared as heretical.",Heresy
310,"Orthodox Judaism considers views on the part of Jews who depart from traditional Jewish principles of faith heretical. In addition, the more right-wing groups within Orthodox Judaism hold that all Jews who reject the simple meaning of Maimonides's 13 principles of Jewish faith are heretics. As such, most of Orthodox Judaism considers Reform and Reconstructionist Judaism heretical movements, and regards most of Conservative Judaism as heretical. The liberal wing of Modern Orthodoxy is more tolerant of Conservative Judaism, particularly its right wing, as there is some theological and practical overlap between these groups.",Heresy
311,"The act of using Church of Scientology techniques in a form different than originally described by Hubbard is referred to within Scientology as ""squirreling"" and is said by Scientologists to be high treason. The Religious Technology Center has prosecuted breakaway groups that have practiced Scientology outside the official Church without authorization.",Heresy
312,"In other contexts the term does not necessarily have pejorative overtones and may even be complimentary when used, in areas where innovation is welcome, of ideas that are in fundamental disagreement with the status quo in any practice and branch of knowledge. Scientist/author Isaac Asimov considered heresy as an abstraction, Asimov's views are in Forward: The Role of the Heretic. mentioning religious, political, socioeconomic and scientific heresies. He divided scientific heretics into endoheretics (those from within the scientific community) and exoheretics (those from without). Characteristics were ascribed to both and examples of both kinds were offered. Asimov concluded that science orthodoxy defends itself well against endoheretics (by control of science education, grants and publication as examples), but is nearly powerless against exoheretics. He acknowledged by examples that heresy has repeatedly become orthodoxy.",Heresy
313,"The revisionist paleontologist Robert T. Bakker, who published his findings as The Dinosaur Heresies, treated the mainstream view of dinosaurs as dogma. ""I have enormous respect for dinosaur paleontologists past and present. But on average, for the last fifty years, the field hasn't tested dinosaur orthodoxy severely enough."" page 27 ""Most taxonomists, however, have viewed such new terminology as dangerously destabilizing to the traditional and well-known scheme..."" page 462. This book apparently influenced Jurassic Park. The illustrations by the author show dinosaurs in very active poses, in contrast to the traditional perception of lethargy. He is an example of a recent scientific endoheretic.",Heresy
314,"Immanuel Velikovsky is an example of a recent scientific exoheretic; he did not have appropriate scientific credentials or did not publish in scientific journals. While the details of his work are in scientific disrepute, the concept of catastrophic change (extinction event and punctuated equilibrium) has gained acceptance in recent decades.",Heresy
315,"The term heresy is also used as an ideological pigeonhole for contemporary writers because, by definition, heresy depends on contrasts with an established orthodoxy. For example, the tongue-in-cheek contemporary usage of heresy, such as to categorize a ""Wall Street heresy"" a ""Democratic heresy"" or a ""Republican heresy,"" are metaphors that invariably retain a subtext that links orthodoxies in geology or biology or any other field to religion. These expanded metaphoric senses allude to both the difference between the person's views and the mainstream and the boldness of such a person in propounding these views.",Heresy
316,"The Warsaw Pact (formally, the Treaty of Friendship, Co-operation, and Mutual Assistance, sometimes, informally WarPac, akin in format to NATO) was a collective defense treaty among Soviet Union and seven Soviet satellite states in Central and Eastern Europe in existence during the Cold War. The Warsaw Pact was the military complement to the Council for Mutual Economic Assistance (CoMEcon), the regional economic organization for the communist states of Central and Eastern Europe. The Warsaw Pact was created in reaction to the integration of West Germany into NATO in 1955 per the Paris Pacts of 1954, but it is also considered to have been motivated by Soviet desires to maintain control over military forces in Central and Eastern Europe.",Warsaw_Pact
317,"While the Warsaw Pact was established as a balance of power or counterweight to NATO, there was no direct confrontation between them. Instead, the conflict was fought on an ideological basis. Both NATO and the Warsaw Pact led to the expansion of military forces and their integration into the respective blocs. The Warsaw Pact's largest military engagement was Warsaw Pact invasion of Czechoslovakia (with the participation of all Pact nations except Romania and Albania). The Pact failed to function when the Revolutions of 1989 spread through Eastern Europe, beginning with the Solidarity movement in Poland and its success in June 1989.",Warsaw_Pact
318,"On 25 February 1991, the Pact was declared at an end at a meeting of defense and foreign ministers from the remaining member states meeting in Hungary. On 1 July 1991, the Czechoslovak President Václav Havel formally declared an end to the Warsaw Treaty Organization of Friendship, Co-operation, and Mutual Assistance which had been established in 1955. The USSR itself was dissolved in December 1991.",Warsaw_Pact
319,"The Warsaw Treaty's organization was two-fold: the Political Consultative Committee handled political matters, and the Combined Command of Pact Armed Forces controlled the assigned multi-national forces, with headquarters in Warsaw, Poland. Furthermore, the Supreme Commander of the Unified Armed Forces of the Warsaw Treaty Organization which commands and controls all the military forces of the member countries was also a First Deputy Minister of Defense of the USSR, and the Chief of Combined Staff of the Unified Armed Forces of the Warsaw Treaty Organization was also a First Deputy Chief of the General Staff of the Armed Forces of the USSR. Therefore, although ostensibly an international collective security alliance, the USSR dominated the Warsaw Treaty armed forces.",Warsaw_Pact
320,"The strategy behind the formation of the Warsaw Pact was driven by the desire of the Soviet Union to dominate Central and Eastern Europe. This policy was driven by ideological and geostrategic reasons. Ideologically, the Soviet Union arrogated the right to define socialism and communism and act as the leader of the global socialist movement. A corollary to this idea was the necessity of intervention if a country appeared to be violating core socialist ideas and Communist Party functions, which was explicitly stated in the Brezhnev Doctrine. Geostrategic principles also drove the Soviet Union to prevent invasion of its territory by Western European powers.",Warsaw_Pact
321,"Before creation of Warsaw Pact, fearing Germany rearmed, Czechoslovak leadership sought to create security pact with East Germany and Poland. These states protested strongly against re-militarization of West Germany. The Warsaw Pact was primarily put in place as a consequence of the rearming of West Germany inside NATO. Soviet leaders, as many European countries in both western and eastern side, feared Germany being once again a military power as a direct threat and German militarism remained a fresh memory among Soviets and Eastern Europeans. As Soviet Union had already bilateral treaties with all of its eastern satellites, the Pact has been long considered 'superfluous', and because of the rushed way in which it was conceived, NATO officials labeled it as a 'cardboard castle'. Previously, in March 1954, the USSR, fearing the restoration of German Militarism in West Germany, requested admission to NATO.",Warsaw_Pact
322,"The Soviet request to join NATO arose in the aftermath of the Berlin Conference of January–February 1954. Soviet foreign minister Molotov made proposals to have Germany reunified and elections for a pan-German government, under conditions of withdrawal of the four powers armies and German neutrality, but all were refused by the other foreign ministers, Dulles (USA), Eden (UK) and Bidault (France). Proposals for the reunification of Germany were nothing new: earlier on 20 March 1952, talks about a German reunification, initiated by the socalled 'Stalin Note', ended after the United Kingdom, France, and the United States insisted that a unified Germany should not be neutral and should be free to join the European Defence Community and rearm. James Dunn (USA), who met in Paris with Eden, Adenauer and Robert Schuman (France), affirmed that ""the object should be to avoid discussion with the Russians and to press on the European Defense Community"". According to John Gaddis ""there was little inclination in Western capitals to explore this offer"" from USSR. While historian Rolf Steininger asserts that Adenauer's conviction that “neutralization means sovietization” was the main factor in the rejection of the soviet proposals, Adenauer also feared that unification might have resulted in the end of the CDU's dominance in the Bundestag.",Warsaw_Pact
323,"One month later, the proposed European Treaty was rejected not only by supporters of the EDC but also by western opponents of the European Defense Community (like French Gaullist leader Palewski) who perceived it as ""unacceptable in its present form because it excludes the USA from participation in the collective security system in Europe"". The Soviets then decided to make a new proposal to the governments of the USA, UK and France stating to accept the participation of the USA in the proposed General European Agreement. And considering that another argument deployed against the Soviet proposal was that it was perceived by western powers as ""directed against the North Atlantic Pact and its liquidation"", the Soviets decided to declare their ""readiness to examine jointly with other interested parties the question of the participation of the USSR in the North Atlantic bloc"", specifying that ""the admittance of the USA into the General European Agreement should not be conditional on the three western powers agreeing to the USSR joining the North Atlantic Pact"".",Warsaw_Pact
324,"Again all proposals, including the request to join NATO, were rejected by UK, US, and French governments shortly after. Emblematic was the position of British General Hastings Ismay, supporter of NATO expansion, who said that NATO ""must grow until the whole free world gets under one umbrella."" He opposed the request to join NATO made by the USSR in 1954 saying that ""the Soviet request to join NATO is like an unrepentant burglar requesting to join the police force"".",Warsaw_Pact
325,"In April 1954 Adenauer made his first visit to the USA meeting Nixon, Eisenhower and Dulles. Ratification of EDC was delaying but the US representatives made it clear to Adenauer that EDC would have to become a part of NATO.",Warsaw_Pact
326,"Memories of the Nazi occupation were still strong, and the rearmament of Germany was feared by France too. On 30 August 1954 French Parliament rejected the EDC, thus ensuring its failure and blocking a major objective of US policy towards Europe: to associate Germany militarily with the West. The US Department of State started to elaborate alternatives: Germany would be invited to join NATO or, in the case of French obstructionism, strategies to circumvent a French veto would be implemented in order to obtain a German rearmament outside NATO.",Warsaw_Pact
327,"On 23 October 1954 – only nine years after Allies (UK, USA and USSR) defeated Nazi Germany ending World War II in Europe – the admission of the Federal Republic of Germany to the North Atlantic Pact was finally decided. The incorporation of West Germany into the organization on 9 May 1955 was described as ""a decisive turning point in the history of our continent"" by Halvard Lange, Foreign Affairs Minister of Norway at the time. In November 1954, the USSR requested a new European Security Treaty, in order to make a final attempt to not have a remilitarized West Germany potentially opposed to the Soviet Union, with no success.",Warsaw_Pact
328,"On 14 May 1955, the USSR and other seven European countries ""reaffirming their desire for the establishment of a system of European collective security based on the participation of all European states irrespective of their social and political systems"" established the Warsaw Pact in response to the integration of the Federal Republic of Germany into NATO, declaring that: ""a remilitarized Western Germany and the integration of the latter in the North-Atlantic bloc [...] increase the danger of another war and constitutes a threat to the national security of the peaceable states; [...] in these circumstances the peaceable European states must take the necessary measures to safeguard their security"".",Warsaw_Pact
329,"One of the founding members, East Germany was allowed to re-arm by the Soviet Union and the National People's Army was established as the armed forces of the country to counter the rearmament of West Germany.",Warsaw_Pact
330,"The eight member countries of the Warsaw Pact pledged the mutual defense of any member who would be attacked. Relations among the treaty signatories were based upon mutual non-intervention in the internal affairs of the member countries, respect for national sovereignty, and political independence. However, almost all governments of those member states were indirectly controlled by the Soviet Union.",Warsaw_Pact
331,"In July 1963 the Mongolian People's Republic asked to join the Warsaw Pact under Article 9 of the treaty. For this purpose a special protocol should have been taken since the text of the treaty applied only to Europe. Due to the emerging Sino-Soviet split, Mongolia remained on observer status. Soviet stationing troops were agreed to stay in Mongolia from 1966.",Warsaw_Pact
332,"For 36 years, NATO and the Warsaw Pact never directly waged war against each other in Europe; the United States and the Soviet Union and their respective allies implemented strategic policies aimed at the containment of each other in Europe, while working and fighting for influence within the wider Cold War on the international stage.",Warsaw_Pact
333,"In 1956, following the declaration of the Imre Nagy government of withdrawal of Hungary from the Warsaw Pact, Soviet troops entered the country and removed the government. Soviet forces crushed the nationwide revolt, leading to the death of an estimated 2,500 Hungarian citizens.",Warsaw_Pact
334,"The multi-national Communist armed forces' sole joint action was the Warsaw Pact invasion of Czechoslovakia in August 1968. All member countries, with the exception of the Socialist Republic of Romania and the People's Republic of Albania participated in the invasion.",Warsaw_Pact
335,"On 25 February 1991, the Warsaw Pact was declared disbanded at a meeting of defense and foreign ministers from remaining Pact countries meeting in Hungary. On 1 July 1991, in Prague, the Czechoslovak President Václav Havel formally ended the 1955 Warsaw Treaty Organization of Friendship, Cooperation, and Mutual Assistance and so disestablished the Warsaw Treaty after 36 years of military alliance with the USSR. In fact, the treaty was de facto disbanded in December 1989 during the violent revolution in Romania, which toppled the communist government, without military intervention form other member states. The USSR disestablished itself in December 1991.",Warsaw_Pact
336,"On 12 March 1999, the Czech Republic, Hungary, and Poland joined NATO; Bulgaria, Estonia, Latvia, Lithuania, Romania, and Slovakia joined in March 2004; Albania joined on 1 April 2009.",Warsaw_Pact
